ISBN,title,desc,price,publisher_id,published_year,image
0679450432,Dark Lady,"Dashiell Hammett, a master of big city crime fiction, would have enjoyed Richard North Pattersons latest thriller, set in a fictional Midwestern city called Steelton. This burnt-out burg is located on the shores of Lake Erie--and is a place bitterly divided by politics. The construction of a $275 million baseball stadium threatens to be Steeltons downfall rather than its redemption. Arthur Bright is the prosecutor of Erie County, but he wants to become mayor. His campaign attacks the new ballpark as a boondoggle, a shameful diversion of public financing from such pressing needs as better schools, better housing, and safer streets. His protégé, Assistant County Prosecutor Stella Marz is 38, ambitious, and has been dubbed the dark lady by various defense lawyers. If Arthur wins the mayoral race, she intends to become prosecutor herself. But two murders involving drugs and twisted sex threaten her future. First, Tommy Fielding, the project manager for Steelton 2000 (as the new home of the Steelton Blues will be called), is found dead in the company of a hooker--both apparently having overdosed on heroin. The fact that Fielding was gay and had never used drugs before bothers Stella and Chief Detective Nathaniel Dance. Their worries are soon pushed aside by another, more shocking murder--Jack Novak, a defense lawyer, is discovered hanging from his closet door, castrated and dressed in drag. Jack was once Stellas lover--and he was also one of Brights largest contributors. For Stella, the murders are too close to home. Maybe this is about me. But I have to see it through. Dark Lady is shrouded by the dark clouds of deceit and greed, and the sleek structure of Steelton 2000 dominates the landscape like a Dr. Frankensteins Castle with luxury boxes. --Dick Adler",30,28,1999,https://images-na.ssl-images-amazon.com/images/P/0679450432.01.LZZZZZZZ.jpg
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)","The national bestseller and the first volume in Cormac McCarthys Border Trilogy, All the Pretty Horses is the tale of John Grady Cole, who at sixteen finds himself at the end of a long line of Texas ranchers, cut off from the only life he has ever imagined for himself. With two companions, he sets off for Mexico on a sometimes idyllic, sometimes comic journey to a place where dreams are paid for in blood. Winner of the National Book Award for Fiction.From the trade paperback edition.",55,28,1992,https://images-na.ssl-images-amazon.com/images/P/0394574745.01.LZZZZZZZ.jpg
0446310786,To Kill a Mockingbird,"An alternate cover edition can be found here.
To Kill A Mockingbird
The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it, To Kill A Mockingbird became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic.Compassionate, dramatic, and deeply moving, To Kill A Mockingbird takes readers to the roots of human behavior—to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into ten languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.",85,29,1988,https://images-na.ssl-images-amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg
0060168013,Pigs in Heaven,"Brings together Taylor, Turtle and Alice from The Bean Trees together with a new cast - Jax, Barbie Sugar Boss, Oklahoma and Annawake Fourkiller. When six-year-old Turtle witnesses a freak accident at the Hoover Dam, her insistence, and her mothers belief in her, leads to a mans rescue.",40,30,1993,https://pictures.abebooks.com/isbn/9780060168018-us.jpg
0060177586,Standing Firm: A Vice-Presidential Memoir,"In this eye-opening autobiography, Americas 44th vice president offers his personal story of the Bush administration and his own career, including how he persevered against unprecedented ridicule from the media. A revealing look at possibly the most misjudged figure in modern political history. Includes 24 black-and-white photos.",70,30,1994,https://pictures.abebooks.com/isbn/9780060177584-us.jpg
0061052523,Interesting Times: A Novel of Discworld,"Murder and mayhem in Discworld! The funniest writer in fantasy strikes again with a witty and rollicking tale of golems, invisible killers and hapless security officers.",70,30,1997,https://images-na.ssl-images-amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg
0308102282,Your Erroneous Zones,"A guide to living a fuller, happier life from one of the most widely read authors in the field of self-help.",75,30,1976,https://pictures.abebooks.com/isbn/9780308102286-us.jpg
006015781X,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,"Here Feldman presents a whole new collection of intriguing Imponderables of everyday life for which encyclopedias, dictionaries and almanacs just dont have the answers. More than 50 line drawings.",80,30,1987,https://pictures.abebooks.com/isbn/9780060157814-us.jpg
038078243X,Miss Zukas and the Raven's Dance,"A most unusual death has landed Helma Zukas right in the middle of another murder scene. Stanley Plummer had been cataloguing a collection of Native American books for Bellehavens new Cultural Center when his body was found in the Centers ladies room - stabbed through the heart, and clutching a Barbie doll. Miss Zukas is asked by the library to finish the cataloging. Now shes been asked by the victim - in a letter dated the day he died - to get to the bottom of the mystery.",55,31,1996,https://images-na.ssl-images-amazon.com/images/P/038078243X.01.LZZZZZZZ.jpg
0380778556,Rebecca,"Last night I dreamt I went to Manderley again.So the second Mrs. Maxim de Winter remembered the chilling events that led her down the turning drive past the beeches, white and naked, to the isolated gray stone manse on the windswept Cornish coast. With a husband she barely knew, the young bride arrived at this immense estate, only to be inexorably drawn into the life of the first Mrs. de Winter, the beautiful Rebecca, dead but never forgotten...her suite of rooms never touched, her clothes ready to be worn, her servant -- the sinister Mrs. Danvers -- still loyal. And as an eerie presentiment of the evil tightened around her heart, the second Mrs. de Winter began her search for the real fate of Rebecca...for the secrets of Manderley.",35,31,1994,https://images-na.ssl-images-amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),"Someone is after Beryl Madison -- spying on her, making threatening phone calls. Terrified, she flees to Key West. When she comes back home its not harassment thats waiting...its murder. Someone kills her, someone she trusted enough to open her door to.Police work begins with Dr. Kay Scarpetta, Chief Medical Examiner. She finds laboratory clues no one wants to believe. So she follows them herself, putting her professional career -- and her life -- on the line.Cornwell makes looking through a microscope as exciting as hot pursuit. (Washington Post)",30,31,1992,https://pictures.abebooks.com/isbn/9780380717019-us.jpg
0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),"In Richmond, Virginia, young lovers are dying. So far, four couples in the area have disappeared, only to be found months later as mutilated corpses. When the daughter of the presidents newest drug czar vanishes along with her boyfriend, Dr. Kay Scarpetta knows time is short. Following a macabre trail of evidence that ties the present homicides to a grisly crime in the past, Kay must draw upon her own personal resources to track down a murderer who is as skilled at eliminating clues as Kay is at finding them ...",65,31,1993,https://images-na.ssl-images-amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg
0380807866,The Elusive Flame,"A woman in desperate straits ... A fearless man ... A marriage of convenience on turbulent waters ...Cerynise Kendall has been left destitute and in dire need following the death of her doting patron and protectress. A brilliant young artist tossed from her home with only the clothes on her back, Cerynise must now turn to a childhood companion for assistance --- the dashing sea captain Beauregard Birmingham --- and beg him to provide her with passage to the Carolinas. She seeks a new home and a new life across the waters, but all depends upon the kindness of a charming adventurer who was once the object of her youthful infatuation.Beneath Birminghams rugged exterior beats a heart as large and wild as the Atlantic, and Beau readily agrees to aid Cerynise --- even offering her his name in marriage, albeit temporarily, to protect his longtime friend from scandal. But perilous secrets, determined enemies and tempests of the sea and soul threaten their future and safe passage even as bonds of camaraderie are miraculously reforged as bonds of desire ... and affection becomes passion and love.",50,31,1999,https://images-na.ssl-images-amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg
